"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q3","Q3-1993","PER","Persons","3","Thousands",,,1194.127,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q4","Q4-1993","PER","Persons","3","Thousands",,,1193.232,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q1","Q1-1994","PER","Persons","3","Thousands",,,1168.38,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q2","Q2-1994","PER","Persons","3","Thousands",,,1167.721,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q3","Q3-1994","PER","Persons","3","Thousands",,,1156.84,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q4","Q4-1994","PER","Persons","3","Thousands",,,1159.059,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1995-Q1","Q1-1995","PER","Persons","3","Thousands",,,1165.775,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1995-Q2","Q2-1995","PER","Persons","3","Thousands",,,1166.263,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1995-Q3","Q3-1995","PER","Persons","3","Thousands",,,1180.932,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1995-Q4","Q4-1995","PER","Persons","3","Thousands",,,1177.029,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1996-Q1","Q1-1996","PER","Persons","3","Thousands",,,1175.533,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1996-Q2","Q2-1996","PER","Persons","3","Thousands",,,1184.744,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1996-Q3","Q3-1996","PER","Persons","3","Thousands",,,1184.012,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1996-Q4","Q4-1996","PER","Persons","3","Thousands",,,1202.711,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1997-Q1","Q1-1997","PER","Persons","3","Thousands",,,1201.343,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1997-Q2","Q2-1997","PER","Persons","3","Thousands",,,1219.31,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1997-Q3","Q3-1997","PER","Persons","3","Thousands",,,1215.932,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1997-Q4","Q4-1997","PER","Persons","3","Thousands",,,1229.414,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","3","Thousands",,,1219.12,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","3","Thousands",,,1233.333,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","3","Thousands",,,1228.114,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","3","Thousands",,,1241.432,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","3","Thousands",,,1239.871,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","3","Thousands",,,1242.221,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","3","Thousands",,,1257.679,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","3","Thousands",,,1242.229,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,1262.17,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,1259.953,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,1252.464,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,1262.813,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,1263.112,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,1266.195,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,1278.574,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,1284.319,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,1269.553,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,1283.335,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,1252.645,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,1265.267,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,1240.345,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,1251.52,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,1251.663,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,1257.372,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,1264.651,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,1274.31,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,1283.36,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,1272.579,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,1277.028,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,1272.692,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,1281.948,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,1298.832,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,1299.8,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,1308.849,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,1315.466,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,1313.385,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,1313.901,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,1314.438,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,1308.905,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,1309.556,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,1301.85,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,1312.374,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,1303.143,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,1315.333,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,1304.064,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,1293.162,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,1287.256,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,1276.018,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,1269.314,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,1270.261,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,1264.747,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,1262.878,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,1260.927,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,1259.412,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,1257.008,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,1252.154,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,1253.51,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","3","Thousands",,,1253.589,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","3","Thousands",,,1250.756,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","3","Thousands",,,1254.345,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","3","Thousands",,,1251.776,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","3","Thousands",,,1250.057,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","3","Thousands",,,1255.522,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","3","Thousands",,,1245.145,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,1245.281,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,1251.872,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,1254.306,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,1266.141,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,1263.721,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,1261.106,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,1266.591,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,1271.682,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q1","Q1-2016","PER","Persons","3","Thousands",,,1286.171,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q2","Q2-2016","PER","Persons","3","Thousands",,,1301.177,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q3","Q3-2016","PER","Persons","3","Thousands",,,1298.63,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q4","Q4-2016","PER","Persons","3","Thousands",,,1305.922,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q1","Q1-2017","PER","Persons","3","Thousands",,,1308.362,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q2","Q2-2017","PER","Persons","3","Thousands",,,1306.391,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q3","Q3-2017","PER","Persons","3","Thousands",,,1318.482,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q4","Q4-2017","PER","Persons","3","Thousands",,,1318.966,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q1","Q1-2018","PER","Persons","3","Thousands",,,1324.385,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q2","Q2-2018","PER","Persons","3","Thousands",,,1329.713,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q3","Q3-2018","PER","Persons","3","Thousands",,,1330.961,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q4","Q4-2018","PER","Persons","3","Thousands",,,1335.041,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PER","Persons","3","Thousands",,,1338.559,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PER","Persons","3","Thousands",,,1353.563,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PER","Persons","3","Thousands",,,1353.071,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PER","Persons","3","Thousands",,,1349.907,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PER","Persons","3","Thousands",,,1352.5,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PER","Persons","3","Thousands",,,1326.504,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PER","Persons","3","Thousands",,,1333.721,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PER","Persons","3","Thousands",,,1340.175,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PER","Persons","3","Thousands",,,1333.071,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PER","Persons","3","Thousands",,,1364.217,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PER","Persons","3","Thousands",,,1369.596,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PER","Persons","3","Thousands",,,1384.017,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PER","Persons","3","Thousands",,,1401.539,,
"DNK","Denmark","LFEMTTFE","Employed population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PER","Persons","3","Thousands",,,1405.966,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1990-Q1","Q1-1990","PER","Persons","3","Thousands",,,1456.316,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1990-Q2","Q2-1990","PER","Persons","3","Thousands",,,1449.76,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1990-Q3","Q3-1990","PER","Persons","3","Thousands",,,1446.931,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1990-Q4","Q4-1990","PER","Persons","3","Thousands",,,1446.993,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1991-Q1","Q1-1991","PER","Persons","3","Thousands",,,1436.237,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1991-Q2","Q2-1991","PER","Persons","3","Thousands",,,1429.673,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1991-Q3","Q3-1991","PER","Persons","3","Thousands",,,1426.932,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1991-Q4","Q4-1991","PER","Persons","3","Thousands",,,1427.158,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1992-Q1","Q1-1992","PER","Persons","3","Thousands",,,1430.268,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1992-Q2","Q2-1992","PER","Persons","3","Thousands",,,1423.516,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1992-Q3","Q3-1992","PER","Persons","3","Thousands",,,1420.845,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1992-Q4","Q4-1992","PER","Persons","3","Thousands",,,1421.372,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q1","Q1-1993","PER","Persons","3","Thousands",,,1392.093,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q2","Q2-1993","PER","Persons","3","Thousands",,,1385.263,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q3","Q3-1993","PER","Persons","3","Thousands",,,1382.825,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1993-Q4","Q4-1993","PER","Persons","3","Thousands",,,1383.819,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q1","Q1-1994","PER","Persons","3","Thousands",,,1398.108,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q2","Q2-1994","PER","Persons","3","Thousands",,,1390.902,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q3","Q3-1994","PER","Persons","3","Thousands",,,1388.689,,
"DNK","Denmark","LFEMTTMA","Employed population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1994-Q4","Q4-1994","PER","Persons","3","Thousands",,,1390.301,,
