ifscode,exptoau,exptobe,exptoca,exptode,exptofi,exptofr,exptogc,exptogr,exptoir,exptoit,exptoja,exptono,exptont,exptonz,exptopo,exptosp,exptosw,exptosz,exptouk,exptous,totexp,exptoas,date10,impfrau,impfrbe,impfrca,impfrde,impfrfi,impfrfr,impfrgc,impfrgr,impfrir,impfrit,impfrja,impfrno,impfrnt,impfrnz,impfrpo,impfrsp,impfrsw,impfrsz,impfruk,impfrus,totimp,impfras,date,ifs32,ifs34,ifs60,ifs60b,ifs64,ifs66i,ifs70d,ifs71d,ifs99,ifs99ab,ifsreu,ifsrf,devaln,revaln,floatn,fix,dwidth,other,country,et,unr,differe,ka,bm,bn,rd,budg,cacc,election,dregime,leftrght,dfin,regstr,govstr,fixed,fltng,ems,eu,nafta,anz,gatt
111,68,385,3827,132,44,484,97,881,31,526,1080,116,593,52,39,201,210,189,1100,,10370,315,19591,61,451,3657.1001,113,53,501,36,995,29,420,1116.2,107,236.2,148,34,85,200,212,1235.3,,9904.7998,215,1959.1,301853016064,139250008064,3,2.5599999,22.156174,33.043175,4142000128,4000999936,2162122293248,483499999232,,1,0,0,0,0,0,0,USA,,,,,,,,-1.5906101,-.11602896,,,,,Control ,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19592,,,,,,,,,,,,,,,,,,,,,,,1959.2,307327008768,139172003840,3.5,3.0799999,22.236742,34.642414,4472000000,4298999808,2197785935872,496199991296,,1,0,0,0,0,0,0,USA,,,,,,,,-1.5906101,-.14772269,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19593,,,,,,,,,,,,,,,,,,,,,,,1959.3,310693986304,140145000448,4,3.5699999,22.375904,33.231319,4374000128,4295000064,2187030298624,496400007168,,1,0,0,0,0,0,0,USA,,,,,,,,-.66511673,-.075141013,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19594,,,,,,,,,,,,,,,,,,,,,,,1959.4,317239001088,145293000704,4,3.99,22.485769,33.395947,4654000128,4413000192,2199484104704,500500004864,,1,0,0,0,0,0,0,USA,,,,,,,,.045521688,-.094105892,,,,,,Control ,1,0,0,0,0,0,1
111,80,467,3813,146,56,706,103,1277,43,720,1451,108,817,78,47,222,302,254,1492,,12605,423,19601,53,396,3452,107,57,429,37,974,31,427,1247.6,71,231.3,129,42,95,185,214,1079.4,,9412.2998,155,1960.1,313058983936,138932994048,4,3.9300001,22.485769,35.395,4905999872,4264999936,2239223824384,513999994880,,1,0,0,0,0,0,0,USA,65.213333,5.1718292,,,,,,-.03825108,.068093389,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19602,,,,,,,,,,,,,,,,,,,,,,,1960.2,317513990144,139365007360,3.5,3.7,22.624933,34.642414,5382000128,4270000128,2234355286016,512900005888,,1,0,0,0,0,0,0,USA,66.061333,5.1474352,,,,,,-.163965,.10157926,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19603,,,,,,,,,,,,,,,,,,,,,,,1960.2999,325291999232,140422004736,3,2.9400001,22.683527,34.054459,4945999872,3961999872,2237412147200,515800006656,,1,0,0,0,0,0,0,USA,66.023666,5.5622039,,,,,,.76653677,.16072121,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19604,,,,,,,,,,,,,,,,,,,,,,,1960.3999,336441999360,146569003008,3,2.3,22.808041,33.254837,5365000192,3873999872,2224844963840,510800003072,,1,0,0,0,0,0,0,USA,65.839684,6.2638221,,,,,,.35145086,.21985121,1,1,1,,Control ,Control ,1,0,0,0,0,0,1
111,59,463,3838,147,56,708,101,1354,49,879,1841,110,766,71,66,301,262,274,1212,,12914,357,19611,49,380,3555,118,49,470,45,924,33,405,1139.7,81,224.39999,140,49,90,151,206,973.20001,,9281.2998,199,1961.1,338824986624,140591005696,3,2,22.822689,32.760952,5276000256,3764000000,2241374978048,515099983872,,1,0,0,0,0,0,0,USA,65.737999,6.7854609,,,,,,-.84059161,.23548827,,,,1,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19612,,,,,,,,,,,,,,,,,,,,,,,1961.2,344376999936,141604995072,3,1.74,22.830013,34.030941,5177999872,3812000000,2274321235968,525899988992,,1,0,0,0,0,0,0,USA,65.605331,6.9854488,,,,,,-1.5725634,.17056476,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19613,,,,,,,,,,,,,,,,,,,,,,,1961.2999,353639006208,143257993216,3,1.6799999,22.947205,35.136299,4967000064,4046000128,2305682571264,536599986176,,1,0,0,0,0,0,0,USA,65.667,6.7614188,,,,,,-.92473966,.15952292,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19614,,,,,,,,,,,,,,,,,,,,,,,1961.3999,366435991552,151617994752,3,2.4000001,22.976501,36.382767,5616999936,4318000128,2351988736000,549499994112,,1,0,0,0,0,0,0,USA,65.966667,6.1840758,,,,,,-.6961996,.15541402,,,,,,Control ,1,0,0,0,0,0,1
111,59,541,4053,144,60,735,98,1583,61,894,1574,119,824,59,59,268,264,301,1130,,13271,445,19621,55,414,3979.1001,127,65,465,28,1041,40,489,1468.4,114,239,152,58,99,184,246,1091.2,,10670.7,316,1962.1,342485303296,143217999872,3,2.4000001,23.020449,36.923687,5299999744,4309000192,2384142532608,561900027904,,1,0,0,0,0,0,0,USA,66.379669,5.6266942,,,,,,-1.2243243,.11888236,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19622,,,,,,,,,,,,,,,,,,,,,,,1962.2,348061696000,143769993216,3,2.55,23.12299,37.252941,5847000064,4485000192,2408710930432,569399967744,,1,0,0,0,0,0,0,USA,66.576683,5.4948592,,,,,,-1.6412127,.18580964,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19623,,,,,,,,,,,,,,,,,,,,,,,1962.2999,359172702208,144792993792,3,2.8499999,23.225531,37.652756,5164000256,4375000064,2427278589952,576199983104,,1,0,0,0,0,0,0,USA,66.880997,5.7111039,,,,,,-.55934983,.16435266,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19624,,,,,,,,,,,,,,,,,,,,,,,1962.3999,375087595520,154180993024,3,2.9200001,23.2768,37.98201,5406000128,4610999808,2425240682496,578900000768,,1,0,0,0,0,0,0,USA,66.96933,5.5181952,,,,,,-.13784523,.12333737,,,,,,Control ,1,0,0,0,0,0,1
111,46,576,4262,159,57,823,136,1585,46,1098,1846,133,841,74,66,309,255,312,1223,,14324,477,19631,56,410,4169.2998,136,67,466,58,1086,46,534,1623,114,228,188,56,107,197,259,1170.1,,11315.399,345,1963.1,402822004736,146913001472,3,2.96,23.313421,38.687557,5248000000,4306999808,2460791078912,588100009984,,1,0,0,0,0,0,0,USA,67.149002,5.7914901,,,,,,-1.0475769,.14368305,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19632,,,,,,,,,,,,,,,,,,,,,,,1963.2,412047015936,148569997312,3,2.96,23.364693,39.698845,6104999936,4639000064,2494303830016,596699971584,,1,0,0,0,0,0,0,USA,67.63533,5.6931052,,,,,,-1.4871483,.20043574,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19633,,,,,,,,,,,,,,,,,,,,,,,1963.2999,422398001152,149191000064,3.5,3.3299999,23.533154,39.981064,5578999808,4736999936,2534948995072,609399996416,,1,0,0,0,0,0,0,USA,67.995667,5.5060148,,,,,,-.35932934,.16672136,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19634,,,,,,,,,,,,,,,,,,,,,,,1963.3999,439386013696,160392003584,3.5,3.45,23.599072,40.639576,6417999872,4936999936,2554648854528,618299981824,,1,0,0,0,0,0,0,USA,68.258003,5.5849361,,,,,,-.17619166,.21931101,,,,,,Control ,1,0,0,0,0,0,1
111,58,680,4922,186,69,990,185,1621,59,960,2018,111,1040,90,81,356,325,383,1601,,16423,688,19641,63,455,4620.2998,137,81,537,60,1268,39,570,1918.6,126,234,162,63,126,219,276,1241.8,,12501.7,305,1964.1,440348999680,151498997760,3.5,3.46,23.657667,41.180496,6425999872,4753999872,2620994617344,634799980544,,1,0,0,0,0,0,0,USA,68.61367,5.4699841,,,,,,-1.1361659,.29867676,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19642,,,,,,,,,,,,,,,,,,,,,,,1964.2,451189014528,154134003712,3.5,3.49,23.701612,42.168262,6618999808,5008000000,2641600184320,643600023552,,1,0,0,0,0,0,0,USA,69.401672,5.2325659,,,,,,-1.4520072,.2369484,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19643,,,,,,,,,,,,,,,,,,,,,,,1964.2999,462855995392,156965994496,3.5,3.46,23.804153,42.850292,6239000064,5068000256,2671716073472,654100004864,,1,0,0,0,0,0,0,USA,69.480003,5.0019369,,,,,,-.38289803,.26448554,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19644,,,,,,,,,,,,,,,,,,,,,,,1964.3999,481484996608,168118992896,4,3.5799999,23.877398,43.485287,7223000064,5475999744,2677716811776,659699990528,,1,0,0,0,0,0,0,USA,69.710327,4.965941,,,,,,-.0096665621,.25329697,1,2,1,,Control ,Control ,1,0,0,0,0,0,1
111,58,651,5659,209,76,973,172,1651,69,895,2084.8,130,1089,133,77,491,337,370,1643,,17564.801,797,19651,72,535,5257,159,90,666,47,1452,63,671,2619,135,271,141,66,145,263,331,1524.3,,14845.3,338,1965.1,483867000832,158516002816,4,3.97,23.924679,45.131565,5818999808,5000999936,2729004498944,679800012800,,1,0,0,0,0,0,0,USA,70.187668,4.8840199,,,,,,-.860237,.18137687,,,,1,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19652,,,,,,,,,,,,,,,,,,,,,,,1965.2,496224993280,160620003328,4,4.0799999,24.09502,46.189888,7376999936,5950000128,2766932279296,691899990016,,1,0,0,0,0,0,0,USA,70.897331,4.6677361,,,,,,-1.2456056,.22864576,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19653,,,,,,,,,,,,,,,,,,,,,,,1965.2999,508580790272,162542993408,4,4.0700002,24.205744,47.154137,6640999936,5827999744,2816974782464,708299980800,,1,0,0,0,0,0,0,USA,71.370331,4.363071,,,,,,-.59682739,.20866865,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19654,,,,,,,,,,,,,,,,,,,,,,,1965.3999,530132992000,176156000256,4.5,4.1700001,24.307949,48.094868,7641999872,6408999936,2888641544192,730699988992,,1,0,0,0,0,0,0,USA,71.827003,4.1147518,,,,,,.1797763,.15533051,,,,,,Control ,1,0,0,0,0,0,1
111,56,691,6682,184,64,1016,180,1680,86.099998,920,2380.6001,144,1231,127,66,544,359,430,1785.1,,19286.801,661,19661,87,614,6664,219,105,756,55,1946,101.1,804,3220.5,140,347,195,88,179,325,420,1937,,18633.6,431,1966.1,531182092288,167669006336,4.5,4.5700002,24.503843,49.482445,7237000192,6403999744,2945703477248,753099997184,,1,0,0,0,0,0,0,USA,72.173317,3.860755,,,,,,-1.0946853,.1241535,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19662,,,,,,,,,,,,,,,,,,,,,,,1966.2,541334011904,170053992448,4.5,4.9099998,24.750841,50.493732,7784000000,6880999936,2951251230720,762199998464,,1,0,0,0,0,0,0,USA,72.593987,3.8201311,,,,,,-1.4383531,.1090265,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19663,,,,,,,,,,,,,,,,,,,,,,,1966.2999,548877991936,167902003200,4.5,5.4099998,24.989323,51.29335,7263000064,7112000000,2982952042496,775299989504,,1,0,0,0,0,0,0,USA,73.088013,3.7632,,,,,,-.41213143,.070553333,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19664,,,,,,,,,,,,,,,,,,,,,,,1966.3999,562584027136,180363001856,4.5,5.5700002,25.176699,51.787235,8035999744,7350000128,2995858964480,788499988480,,1,0,0,0,0,0,0,USA,73.65667,3.6957941,,,,,,.86647969,.091058977,,,,,,Control ,1,0,0,0,0,0,1
111,48,705,7181,205,59,1035,143,1715,77,976,2700,138,1242,90,77,546,385,448,2015.4,,20676.4,891,19671,77,625,7625.7998,195,99,738,73,2090,139,914,3213.1001,144,397,166,79,236,353,409,1832.1,,19843.1,438.10001,1967.1,567712022528,171483004928,4.5,4.8200002,25.227802,51.481499,7824999936,7113800192,3013973901312,797699997696,,1,0,0,0,0,0,0,USA,73.571999,3.822422,0,0,0,0,0,-1.0876241,.097906478,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19672,,,,,,,,,,,,,,,,,,,,,,,1967.2,582707970048,177113006080,4,3.99,25.398146,51.29335,8099999744,7085100032,3027107053568,803800023040,,1,0,0,0,0,0,0,USA,74.001328,3.8194261,0,0,0,0,0,-1.0683696,.079746202,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19673,,,,,,,,,,,,,,,,,,,,,,,1967.2999,596895006720,178130993152,4,3.8900001,25.670694,51.646126,7456999936,6879200256,3062431219712,820499972096,,1,0,0,0,0,0,0,USA,74.713669,3.7971909,0,0,0,0,0,-1.0683696,.081413776,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19674,,,,,,,,,,,,,,,,,,,,,,,1967.3999,619179999232,194025996288,4.5,4.1700001,25.883623,53.010185,8161999872,7744699904,3080206417920,835300032512,,1,0,0,0,0,0,0,USA,75.216331,3.9284561,0,0,0,0,0,-1.0683696,.05890099,,,,,,Control ,1,0,0,0,0,0,1
111,50,823,8072,207,52,1095,142,1709,87,1121,2954,156,1380,114,87,535,441,595,2300.2,,22792.199,872,19681,102,816,9574.2998,234,109,896,67,2892,115.1,1171,4318.5,165,481,198,97,330,415,466,2191.5,,25158,519.59998,1968.1,621259980800,182897000448,5,4.8200002,26.156172,53.786289,8176999936,8284899840,3122549751808,859599994880,,1,0,0,0,0,0,1,USA,75.102676,3.7408569,0,0,0,0,0,-1.7080369,.011284319,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19682,,,,,,,,,,,,,,,,,,,,,,,1968.2,637291003904,190839996416,5.5,5.98,26.454271,54.491837,8821000192,8805699584,3172591992832,883700006912,,1,0,0,0,0,0,0,USA,75.949997,3.5502479,0,0,0,0,0,-1.7080369,.048659045,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19683,,,,,,,,,,,,,,,,,,,,,,,1968.2999,651047993344,189740007424,5.25,5.9400001,26.777924,54.915165,8592000000,9026100224,3191725883392,900300013568,,1,0,0,0,0,0,0,USA,76.10067,3.523088,0,0,0,0,0,-1.5377555,.03565478,,,,,,Control ,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19684,,,,,,,,,,,,,,,,,,,,,,,1968.3999,678772015104,209560993792,5.5,5.9200001,27.101576,55.761826,9077000192,9324099584,3198179344384,913700028416,,1,0,0,0,0,0,0,USA,76.498672,3.404676,0,0,0,0,0,.56366789,-.025829045,1,1,2,,Cohabita,Cohabita,1,0,0,0,0,0,1
111,56,960,9138,205,76,1195,255,2118,118,1262,3490,198,1447,99,80,601,477,605,2335,,25570,855,19691,123,727,11046.1,274,128,896,61,2768,131.2,1279,5206.2998,159,496,229,97,329,377,480,2259.5,,27691.1,625,1969.1,674797977600,195558998016,5.5,6.5700002,27.408194,56.843662,7734000128,7939700224,3246410170368,937300000768,,1,0,0,0,0,0,0,USA,77.166328,3.389519,0,0,0,0,0,.026134586,.0050144033,,,,1,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19692,,,,,,,,,,,,,,,,,,,,,,,1969.2,692602994688,204035997696,6,8.3299999,27.885153,57.102364,10336000000,10450899968,3252184416256,951099981824,,1,0,0,0,0,0,0,USA,77.605003,3.437134,0,0,0,0,0,-.14721906,-.023656819,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19693,,,,,,,,,,,,,,,,,,,,,,,1969.2999,692972027904,198712999936,6,8.9799995,28.28546,57.784393,9443000320,9801900032,3269619875840,970700029952,,1,0,0,0,0,0,0,USA,78.153,3.6032779,0,0,0,0,0,.19051532,.036777582,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19694,,,,,,,,,,,,,,,,,,,,,,,1969.3999,715052023808,216584994816,6,8.9399996,28.677248,57.431622,10517000192,10307300352,3261354999808,978800017408,,1,0,0,0,0,0,0,USA,78.575333,3.5944631,0,0,0,0,0,1.0546914,.022067837,,,,,,Cohabita,1,0,0,0,0,0,1
111,74,1195,9084,228,99,1484,203,2740,112,1353,4652.7998,207.7,1651.3,135,127,735,544,700,2538.1001,,28847.9,985,19701,127.1,741.79999,11780.7,303.70001,122.1,1007.8,55,3333.6001,143.3,1408.8,6256.2998,151.39999,562.5,236.3,101.4,381,426.60001,492.70001,2339.3,,30621.9,650.5,1970.1,707092873216,202001006592,6,8.5699997,29.103106,56.020527,10341999616,10116899840,3251844677632,989500014592,,1,0,0,0,0,0,0,USA,78.780327,4.1718359,0,0,0,0,0,-.85463732,.34765032,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19702,,,,,,,,,,,,,,,,,,,,,,,1970.2,724212908032,208551002112,6,7.8800001,29.571548,55.714787,11358000128,10762300416,3237352833024,1003400003584,,1,0,0,0,0,0,0,USA,78.635674,4.7586942,0,0,0,0,0,-1.3417993,.37073949,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19703,,,,,,,,,,,,,,,,,,,,,,,1970.2999,743849852928,208591994880,6,6.6999998,29.903719,55.526642,10280999936,10532299776,3279356690432,1022400004096,,1,0,0,0,0,0,0,USA,78.615997,5.181016,0,0,0,0,0,-1.4982722,-.20344289,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19704,,,,,,,,,,,,,,,,,,,,,,,1970.3999,773143855104,225893007360,5.5,5.5700002,30.295507,54.303692,11260000256,11282700288,3255354523648,1026099970048,,1,0,0,0,0,0,0,USA,78.643013,5.8145108,0,0,0,0,0,-1.0852031,.4210116,,,,,,Cohabita,1,0,0,0,0,0,1
111,101,1077,10368.1,253.60001,91,1373,275,2831,138,1314,4055,195.5,1786,111,144.60001,651,470.70001,627,2370.8,,29237.299,1004,19711,136,896.40002,13467.8,304.5,130,1163.2,61,3882.3999,132.39999,1501.7,7723.3999,186.3,568.5,244.2,122.3,491.70001,481.60001,530.09998,2658,,35340.801,659.29999,1971.1,788690763776,215703994368,4.75,3.8599999,30.525471,55.362015,11248000000,11230400512,3336644853760,1069399998464,,1,0,0,0,0,0,0,USA,78.717331,5.9260321,0,0,0,0,0,-2.3422475,.32915652,,,,1,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19712,,,,,,,,,,,,,,,,,,,,,,,1971.2,815446753280,226192998400,4.75,4.5599999,30.874674,55.855896,11573000192,12832900096,3344230514688,1087800016896,,1,0,0,0,0,0,0,USA,78.960999,5.9192891,0,0,0,0,0,-2.4916244,-.077220075,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19713,,,,,,,,,,,,,,,,,,,,,,,1971.2999,834511765504,222657003520,5,5.48,31.181292,56.020527,11084999680,12627000320,3365741789184,1107999981568,,1,0,0,0,0,0,1,USA,79.511002,5.9946251,0,0,0,0,0,-2.522521,-.64620936,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19714,,,,,,,,,,,,,,,,,,,,,,,1971.3999,869033508864,240678993920,4.5,4.75,31.351633,57.337547,10248999936,12076399616,3381365833728,1122000044032,,1,0,0,0,0,0,1,USA,80.228668,5.9655008,0,0,0,0,0,-1.5305241,-.10338681,,,,,,Cohabita,1,0,0,0,0,0,1
111,96,1138,12417,258,91,1609,250,2808,125,1434.1,4963,225.7,1872.3,135,213,963,472,672,2658,,33243.102,843,19721,183.10001,1026.2,15809.9,390.79999,150.10001,1458.7,95.199997,4510.5,161.3,1868.9,9618.2998,255.39999,678.29999,293.20001,161.39999,646.79999,636.59998,662.79999,3170.6001,,42634.301,856.20001,1972.1,887466622976,230287998976,4.5,3.54,31.598631,59.571785,12033000448,14215700480,3441937612800,1160499953664,,1,0,0,0,0,0,0,USA,81.213333,5.7941041,0,0,0,0,0,-1.7889259,-.48599741,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19722,,,,,,,,,,,,,,,,,,,,,,,1972.2,918943629312,236401000448,4.5,4.3000002,31.854145,60.98288,12181999616,14652900352,3498433314816,1192099971072,,1,0,0,0,0,0,1,USA,81.875,5.6844659,0,0,0,0,0,-1.9016931,-.56035572,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19723,,,,,,,,,,,,,,,,,,,,,,,1972.2999,944799612928,237596999680,4.5,4.7399998,32.14373,61.735466,11731999744,14482899968,3537606803456,1217300004864,,1,0,0,0,0,0,0,USA,82.450333,5.6099548,0,0,0,0,0,-1.726357,-.80506033,,,,1,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19724,,,,,,,,,,,,,,,,,,,,,,,1972.3999,990496620544,262216007680,4.5,5.1399999,32.433311,64.087296,13836999680,15975339008,3593083289600,1256199946240,,1,0,0,0,0,0,0,USA,83.001999,5.3302722,0,0,0,0,0,-.54210603,-.13373667,1,2,2,,Cohabita,Cohabita,1,0,0,0,0,0,1
111,118,1623,15107.1,404,133,2263,375,3756,159,2119.6001,8317.7998,309.39999,2861.2,247,235,1359,542.79999,960,3566.8,,45895.699,1439,19731,244.10001,1349.3,18762.801,488.79999,190.2,1843.7,98.300003,5672.7002,216.39999,2128,10263.8,278.39999,990.79999,433.10001,211.60001,822.29999,802.70001,874.5,3880.3,,50684.199,1132.4,1973.1,1013387296768,244480000000,5.5,6.54,32.88472,65.380798,15667000320,17088100352,3682072788992,1303800053760,,1,0,0,0,0,0,1,USA,83.841667,4.9762559,0,0,0,0,0,-.98768336,.25216785,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19732,,,,,,,,,,,,,,,,,,,,,,,1973.2,1053247275008,252671000576,6.5,7.8200002,33.608681,66.250977,17579999232,18485999616,3699395002368,1333899952128,,1,0,0,0,0,0,0,USA,84.797333,4.915472,0,0,0,0,0,-1.1480441,.25460607,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19733,,,,,,,,,,,,,,,,,,,,,,,1973.2999,1083530280960,249617006592,7.5,10.56,34.34967,67.26226,17251999744,18144600064,3696451387392,1357800013824,,1,0,0,0,0,0,0,USA,85.330353,4.8187218,0,0,0,0,0,-.87585431,.29136765,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19734,,,,,,,,,,,,,,,,,,,,,,,1973.3999,1118454284288,277297004544,7.5,10,35.150284,67.497444,20903999488,20558399488,3724529369088,1400700010496,,1,0,0,0,0,0,1,USA,86.236,4.7947092,0,0,0,0,0,.2444019,1.2607756,,,,,,Cohabita,1,0,0,0,0,0,1
111,148,2285,19933.199,360,201,2942,488,4986,193,2752.3999,10679,518.79999,3981.5,452,408,1958,908,1150,4574.2998,,61075.199,2157,19741,489,1795,23775.6,510.10001,226.10001,2471.5,170,6891.8999,263.39999,2783.2,13339.3,328.20001,1555.5,370,260.10001,974.90002,936.20001,970.40002,4305.2002,,63534.398,1118.8,1974.1,1135118254080,266126000128,7.5,9.3199997,36.138271,65.780609,22737000448,23739000832,3690224418816,1410399993856,,1,0,0,0,0,0,0,USA,86.709328,5.110219,0,0,0,0,0,-.3031607,.62443161,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19742,,,,,,,,,,,,,,,,,,,,,,,1974.2,1173154299904,263432994816,8,11.25,37.160332,66.345047,25298999296,27392999424,3699508248576,1443499999232,,1,0,0,0,0,0,0,USA,86.833656,5.1865139,0,0,0,0,0,-.87157428,.16780202,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19743,,,,,,,,,,,,,,,,,,,,,,,1974.2999,1189370265600,260656005120,8,12.09,38.293114,66.392082,23373000704,29671000064,3667241205760,1473900052480,,1,0,0,0,0,0,0,USA,87.079002,5.60849,0,0,0,0,0,-1.537245,-.68985814,,,,1,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19744,,,,,,,,,,,,,,,,,,,,,,,1974.3999,1216919633920,286942986240,7.75,9.3500004,39.408859,63.875629,27145000960,29741000704,3652862607360,1503999950848,,1,0,0,0,0,0,0,USA,86.588333,6.5808592,0,0,0,0,0,-1.7565954,.44088638,,,,,,Cohabita,1,0,0,0,0,0,1
111,181,2417.6001,21744,445,261,3033.7,450,5194,190,2869,9563,522.40002,4206.8999,411,430,2228,925,1153.1,4529.3999,,62569.102,1815,19751,251,1273.2,22754.1,489.79999,162,2288,122,5755.2002,189,2644.6001,12341.4,430,1165.4,288,178,921.29999,927,906.79999,4052.3,,58437.102,1298,1975.1,1213436657664,266961993728,6.25,6.3000002,40.124298,58.866238,27200000000,27747999744,3570892800000,1512699985920,114.08,1,0,0,0,0,0,0,USA,85.356667,8.2413311,0,0,0,0,0,-3.2147605,1.2031468,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19752,,,,,,,,,,,,,,,,,,,,,,,1975.2,1250795323392,283995996160,6,5.4200001,40.75457,58.513462,26739689472,24463998976,3612103933952,1551200026624,116.01,1,0,0,0,0,0,0,USA,85.331673,8.8525162,0,0,0,0,0,-4.4194174,1.4311501,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19753,,,,,,,,,,,,,,,,,,,,,,,1975.2999,1262899822592,278906994688,6,6.1599998,41.623318,60.230297,25090840576,26324000768,3679468650496,1613299974144,118.57,1,0,0,0,0,0,0,USA,86.135674,8.4912443,0,0,0,0,0,-4.8482051,.47356352,,,,,,Cohabita,1,0,0,0,0,0,1
111,,,,,,,,,,,,,,,,,,,,,,,19754,,,,,,,,,,,,,,,,,,,,,,,1975.3999,1305160450048,302047002624,6,5.4099998,42.287655,61.853058,28623599616,27374999552,3727699476480,1662100045824,120.35,1,0,0,0,0,0,0,USA,86.497002,8.2830849,0,0,0,0,0,-3.8029928,1.4728355,,,,,,Cohabita,1,0,0,0,0,0,1
